completed_quarters,completed_path,next_quarter,next_result,count,sample_size,sample_quality,data_status,probability,probability_pct,next_quarter_win_count,next_quarter_loss_count,next_quarter_tie_count,next_quarter_win_probability,next_quarter_loss_probability,next_quarter_tie_probability,next_quarter_win_pct,next_quarter_loss_pct,next_quarter_tie_pct,next_quarter_fair_decimal_tie_is_loss,next_quarter_fair_american_tie_is_loss,next_quarter_fair_decimal_tie_is_push,next_quarter_fair_american_tie_is_push,after_q1_win_count,after_q1_loss_count,after_q1_tie_count,after_q1_win_probability,after_q1_loss_probability,after_q1_tie_probability,after_q1_win_pct,after_q1_loss_pct,after_q1_tie_pct,after_q1_fair_decimal_tie_is_loss,after_q1_fair_american_tie_is_loss,after_q1_fair_decimal_tie_is_push,after_q1_fair_american_tie_is_push,final_win_count,final_loss_count,final_tie_count,final_win_probability,final_loss_probability,final_tie_probability,final_win_pct,final_loss_pct,final_tie_pct,final_fair_decimal_tie_is_loss,final_fair_american_tie_is_loss,final_fair_decimal_tie_is_push,final_fair_american_tie_is_push,after_q2_win_count,after_q2_loss_count,after_q2_tie_count,after_q2_win_probability,after_q2_loss_probability,after_q2_tie_probability,after_q2_win_pct,after_q2_loss_pct,after_q2_tie_pct,after_q2_fair_decimal_tie_is_loss,after_q2_fair_american_tie_is_loss,after_q2_fair_decimal_tie_is_push,after_q2_fair_american_tie_is_push,after_q3_win_count,after_q3_loss_count,after_q3_tie_count,after_q3_win_probability,after_q3_loss_probability,after_q3_tie_probability,after_q3_win_pct,after_q3_loss_pct,after_q3_tie_pct,after_q3_fair_decimal_tie_is_loss,after_q3_fair_american_tie_is_loss,after_q3_fair_decimal_tie_is_push,after_q3_fair_american_tie_is_push,after_q4_win_count,after_q4_loss_count,after_q4_tie_count,after_q4_win_probability,after_q4_loss_probability,after_q4_tie_probability,after_q4_win_pct,after_q4_loss_pct,after_q4_tie_pct,after_q4_fair_decimal_tie_is_loss,after_q4_fair_american_tie_is_loss,after_q4_fair_decimal_tie_is_push,after_q4_fair_american_tie_is_push
2,TIE-WIN,Q3,WIN,4,16,VERY_LOW,AVAILABLE,0.25,25.0,4,8,4,0.25,0.5,0.25,25.0,50.0,25.0,4.0,300.0,3.0,200.0,,,,,,,,,,,,,,12,4,0,0.75,0.25,0.0,75.0,25.0,0.0,1.3333,-300.0,1.3333,-300.0,,,,,,,,,,,,,,14.0,2.0,0.0,0.875,0.125,0.0,87.5,12.5,0.0,1.1429,-700.0,1.1429,-700.0,,,,,,,,,,,,,
2,TIE-WIN,Q3,LOSS,8,16,VERY_LOW,AVAILABLE,0.5,50.0,4,8,4,0.25,0.5,0.25,25.0,50.0,25.0,4.0,300.0,3.0,200.0,,,,,,,,,,,,,,12,4,0,0.75,0.25,0.0,75.0,25.0,0.0,1.3333,-300.0,1.3333,-300.0,,,,,,,,,,,,,,14.0,2.0,0.0,0.875,0.125,0.0,87.5,12.5,0.0,1.1429,-700.0,1.1429,-700.0,,,,,,,,,,,,,
2,TIE-WIN,Q3,TIE,4,16,VERY_LOW,AVAILABLE,0.25,25.0,4,8,4,0.25,0.5,0.25,25.0,50.0,25.0,4.0,300.0,3.0,200.0,,,,,,,,,,,,,,12,4,0,0.75,0.25,0.0,75.0,25.0,0.0,1.3333,-300.0,1.3333,-300.0,,,,,,,,,,,,,,14.0,2.0,0.0,0.875,0.125,0.0,87.5,12.5,0.0,1.1429,-700.0,1.1429,-700.0,,,,,,,,,,,,,
2,TIE-LOSS,Q3,WIN,5,12,VERY_LOW,AVAILABLE,0.4167,41.6667,5,4,3,0.4167,0.3333,0.25,41.6667,33.3333,25.0,2.4,140.0,1.8,-125.0,,,,,,,,,,,,,,5,7,0,0.4167,0.5833,0.0,41.6667,58.3333,0.0,2.4,140.0,2.4,140.0,,,,,,,,,,,,,,1.0,9.0,2.0,0.0833,0.75,0.1667,8.3333,75.0,16.6667,12.0,1100.0,10.0,900.0,,,,,,,,,,,,,
2,TIE-LOSS,Q3,LOSS,4,12,VERY_LOW,AVAILABLE,0.3333,33.3333,5,4,3,0.4167,0.3333,0.25,41.6667,33.3333,25.0,2.4,140.0,1.8,-125.0,,,,,,,,,,,,,,5,7,0,0.4167,0.5833,0.0,41.6667,58.3333,0.0,2.4,140.0,2.4,140.0,,,,,,,,,,,,,,1.0,9.0,2.0,0.0833,0.75,0.1667,8.3333,75.0,16.6667,12.0,1100.0,10.0,900.0,,,,,,,,,,,,,
2,TIE-LOSS,Q3,TIE,3,12,VERY_LOW,AVAILABLE,0.25,25.0,5,4,3,0.4167,0.3333,0.25,41.6667,33.3333,25.0,2.4,140.0,1.8,-125.0,,,,,,,,,,,,,,5,7,0,0.4167,0.5833,0.0,41.6667,58.3333,0.0,2.4,140.0,2.4,140.0,,,,,,,,,,,,,,1.0,9.0,2.0,0.0833,0.75,0.1667,8.3333,75.0,16.6667,12.0,1100.0,10.0,900.0,,,,,,,,,,,,,
2,TIE-TIE,Q3,WIN,1,6,VERY_LOW,AVAILABLE,0.1667,16.6667,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1.0,5.0,0.0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,
2,TIE-TIE,Q3,LOSS,5,6,VERY_LOW,AVAILABLE,0.8333,83.3333,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1.0,5.0,0.0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,
2,TIE-TIE,Q3,TIE,0,6,VERY_LOW,AVAILABLE,0.0,0.0,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1,5,0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,,1.0,5.0,0.0,0.1667,0.8333,0.0,16.6667,83.3333,0.0,6.0,500.0,6.0,500.0,,,,,,,,,,,,,
3,WIN-WIN-WIN,Q4,WIN,4,10,VERY_LOW,AVAILABLE,0.4,40.0,4,5,1,0.4,0.5,0.1,40.0,50.0,10.0,2.5,150.0,2.25,125.0,,,,,,,,,,,,,,9,1,0,0.9,0.1,0.0,90.0,10.0,0.0,1.1111,-900.0,1.1111,-900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,0.9,0.1,0.0,90.0,10.0,0.0,1.1111,-900.0,1.1111,-900.0
